"","X","workerid","property","trial_type","rt","trial_num","response","sentence","targetMention","item","type","Property"
"591",414,19,"doesnt carry Lyme disease","free_production",11432,15,"lion","lion doesn't carry Lyme disease",0,"lion doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"592",415,19,"attacks swimmers","free_production",7080,16,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"593",415,19,"attacks swimmers","free_production",7080,16,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"594",416,19,"doesnt have beautiful feathers","free_production",22775,17,"cat","cat doesn't have beautiful feathers",0,"cat doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"595",417,19,"lays eggs","free_production",5627,18,"hen","hen lays eggs",0,"hen lays eggs",NA,"lay eggs"
"596",417,19,"lays eggs","free_production",5627,18,"hen","hen lays eggs",0,"hen lays eggs",NA,"lay eggs"
"597",417,19,"lays eggs","free_production",5627,18,"hen","hen lays eggs",0,"hen lays eggs",NA,"lay eggs"
"598",418,19,"doesnt carry malaria","free_production",8906,19,"dolphin","dolphin doesn't carry malaria",0,"dolphin doesn't carry malaria",NA,"dont carry malaria"
"599",419,19,"carries Lyme disease","free_production",4507,20,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"600",420,19,"doesnt attack swimmers","free_production",7254,21,"cat","cat doesn't attack swimmers",0,"cat doesn't attack swimmers",NA,"dont attack swimmers"
"601",421,20,"is male","free_production",13437,1,"horse","horse is male",0,"horse is male",NA,"are male"
"602",422,20,"is full-grown","free_production",7849,2,"dog","dog is full-grown",0,"dog is full-grown",NA,"are full-grown"
"603",423,20,"lays eggs","free_production",7060,3,"spider","spider lays eggs",0,"spider lays eggs",NA,"lay eggs"
"604",423,20,"lays eggs","free_production",7060,3,"spider","spider lays eggs",0,"spider lays eggs",NA,"lay eggs"
"605",423,20,"lays eggs","free_production",7060,3,"spider","spider lays eggs",0,"spider lays eggs",NA,"lay eggs"
"606",424,20,"carries malaria","free_production",7170,4,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"607",424,20,"carries malaria","free_production",7170,4,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"608",425,20,"has beautiful feathers","free_production",6944,5,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"609",426,20,"has wings","free_production",5382,6,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"610",426,20,"has wings","free_production",5382,6,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"611",427,20,"has a mane","free_production",5259,7,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"612",427,20,"has a mane","free_production",5259,7,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"613",428,20,"is female","free_production",6361,8,"cat","cat is female",0,"cat is female",NA,"are female"
"614",429,20,"doesnt eat people","free_production",5872,9,"lizard","lizard doesn't eat people",0,"lizard doesn't eat people",NA,"dont eat people"
"615",430,20,"doesnt have beautiful feathers","free_production",13166,10,"fly","fly doesn't have beautiful feathers",0,"fly doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"616",431,20,"is juvenile","free_production",12694,11,"bee","bee is juvenile",0,"bee is juvenile",NA,"are juvenile"
"617",432,20,"is red","free_production",5430,12,"fox","fox is red",0,"fox is red",NA,"are red"
"618",433,20,"eats people","free_production",5433,13,"bear","bear eats people",0,"bear eats people",NA,"eat people"
"619",434,20,"carries Lyme disease","free_production",4825,14,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"620",435,20,"has spots","free_production",5039,15,"cheeta","cheeta has spots",0,"cheeta has spots",NA,"have spots"
"621",435,20,"has spots","free_production",5039,15,"cheeta","cheeta has spots",0,"cheeta has spots",NA,"have spots"
"622",436,20,"has a pouch","free_production",4760,16,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"623",436,20,"has a pouch","free_production",4760,16,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"624",437,20,"attacks swimmers","free_production",5609,17,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"625",437,20,"attacks swimmers","free_production",5609,17,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"626",438,20,"is white","free_production",10064,18,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"627",438,20,"is white","free_production",10064,18,"polarbear","polarbear is white",0,"polarbear is white",NA,"are white"
"628",439,20,"doesnt carry malaria","free_production",16768,19,"nat","nat doesn't carry malaria",0,"nat doesn't carry malaria",NA,"dont carry malaria"
"629",440,20,"doesnt carry Lyme disease","free_production",13680,20,"catapiller","catapiller doesn't carry Lyme disease",0,"catapiller doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"630",441,20,"doesnt attack swimmers","free_production",8233,21,"dolphin","dolphin doesn't attack swimmers",0,"dolphin doesn't attack swimmers",NA,"dont attack swimmers"
"631",442,21,"is full-grown","free_production",5923,1,"human","human is full-grown",0,"human is full-grown",NA,"are full-grown"
"632",443,21,"eats people","free_production",9848,2,"wolf","wolf eats people",0,"wolf eats people",NA,"eat people"
"633",444,21,"doesnt have beautiful feathers","free_production",8582,3,"duck","duck doesn't have beautiful feathers",0,"duck doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"634",445,21,"has wings","free_production",3576,4,"bee","bee has wings",0,"bee has wings",NA,"have wings"
"635",445,21,"has wings","free_production",3576,4,"bee","bee has wings",0,"bee has wings",NA,"have wings"
"636",446,21,"attacks swimmers","free_production",4340,5,"goose","goose attacks swimmers",0,"goose attacks swimmers",NA,"attack swimmers"
"637",446,21,"attacks swimmers","free_production",4340,5,"goose","goose attacks swimmers",0,"goose attacks swimmers",NA,"attack swimmers"
"638",447,21,"is red","free_production",4098,6,"ladybug","ladybug is red",0,"ladybug is red",NA,"are red"
"639",448,21,"carries malaria","free_production",5349,7,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"640",448,21,"carries malaria","free_production",5349,7,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"641",449,21,"is female","free_production",5386,8,"dog","dog is female",0,"dog is female",NA,"are female"
"642",450,21,"has beautiful feathers","free_production",3866,9,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"643",451,21,"doesnt eat people","free_production",7315,10,"cat","cat doesn't eat people",0,"cat doesn't eat people",NA,"dont eat people"
"644",452,21,"is male","free_production",3367,11,"dog","dog is male",0,"dog is male",NA,"are male"
"645",453,21,"has a pouch","free_production",3293,12,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"646",453,21,"has a pouch","free_production",3293,12,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"647",454,21,"is white","free_production",7396,13,"sheep","sheep is white",0,"sheep is white",NA,"are white"
"648",454,21,"is white","free_production",7396,13,"sheep","sheep is white",0,"sheep is white",NA,"are white"
"649",455,21,"has a mane","free_production",2855,14,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"650",455,21,"has a mane","free_production",2855,14,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"651",456,21,"doesnt carry malaria","free_production",7291,15,"cow","cow doesn't carry malaria",0,"cow doesn't carry malaria",NA,"dont carry malaria"
"652",457,21,"lays eggs","free_production",3151,16,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"653",457,21,"lays eggs","free_production",3151,16,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"654",457,21,"lays eggs","free_production",3151,16,"chicken","chicken lays eggs",0,"chicken lays eggs",NA,"lay eggs"
"655",458,21,"is juvenile","free_production",13597,17,"duck","duck is juvenile",0,"duck is juvenile",NA,"are juvenile"
"656",459,21,"doesnt attack swimmers","free_production",4903,18,"dolphin","dolphin doesn't attack swimmers",0,"dolphin doesn't attack swimmers",NA,"dont attack swimmers"
"657",460,21,"has spots","free_production",2391,19,"cow","cow has spots",0,"cow has spots",NA,"have spots"
"658",460,21,"has spots","free_production",2391,19,"cow","cow has spots",0,"cow has spots",NA,"have spots"
"659",461,21,"doesnt carry Lyme disease","free_production",14048,20,"bull","bull doesn't carry Lyme disease",0,"bull doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"660",462,21,"carries Lyme disease","free_production",3247,21,"deer","deer carries Lyme disease",0,"deer carries Lyme disease",NA,"carry Lyme disease"
"661",463,22,"is red","free_production",33773,1,"ant","ant is red",0,"ant is red",NA,"are red"
"662",464,22,"doesnt eat people","free_production",4557,2,"cow","cow doesn't eat people",0,"cow doesn't eat people",NA,"dont eat people"
"663",465,22,"has spots","free_production",13601,3,"dalmatian","dalmatian has spots",0,"dalmatian has spots",NA,"have spots"
"664",465,22,"has spots","free_production",13601,3,"dalmatian","dalmatian has spots",0,"dalmatian has spots",NA,"have spots"
"665",466,22,"has a mane","free_production",6867,4,"horse","horse has a mane",0,"horse has a mane",NA,"have manes"
"666",466,22,"has a mane","free_production",6867,4,"horse","horse has a mane",0,"horse has a mane",NA,"have manes"
"667",467,22,"is juvenile","free_production",10199,5,"puppy","puppy is juvenile",0,"puppy is juvenile",NA,"are juvenile"
"668",468,22,"carries Lyme disease","free_production",5273,6,"tick","tick carries Lyme disease",1,"tick carries Lyme disease","diagnostic","carry Lyme disease"
"669",469,22,"has a pouch","free_production",5491,7,"opossum","opossum has a pouch",0,"opossum has a pouch",NA,"have pouches"
"670",469,22,"has a pouch","free_production",5491,7,"opossum","opossum has a pouch",0,"opossum has a pouch",NA,"have pouches"
"671",470,22,"carries malaria","free_production",4338,8,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"672",470,22,"carries malaria","free_production",4338,8,"mosquito","mosquito carries malaria",1,"mosquito carries malaria","diagnostic","carry malaria"
"673",471,22,"is male","free_production",3947,9,"bull","bull is male",0,"bull is male",NA,"are male"
"674",472,22,"is female","free_production",14361,10,"spider","spider is female",0,"spider is female",NA,"are female"
"675",473,22,"has wings","free_production",3739,11,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"676",473,22,"has wings","free_production",3739,11,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"677",474,22,"is white","free_production",7459,12,"dove","dove is white",0,"dove is white",NA,"are white"
"678",474,22,"is white","free_production",7459,12,"dove","dove is white",0,"dove is white",NA,"are white"
"679",475,22,"attacks swimmers","free_production",4657,13,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"680",475,22,"attacks swimmers","free_production",4657,13,"shark","shark attacks swimmers",1,"shark attacks swimmers",NA,"attack swimmers"
"681",476,22,"is full-grown","free_production",7516,14,"dog","dog is full-grown",0,"dog is full-grown",NA,"are full-grown"
"682",477,22,"doesnt have beautiful feathers","free_production",5222,15,"beetle","beetle doesn't have beautiful feathers",0,"beetle doesn't have beautiful feathers",NA,"dont have beautiful feathers"
"683",478,22,"doesnt attack swimmers","free_production",7673,16,"manatee","manatee doesn't attack swimmers",0,"manatee doesn't attack swimmers",NA,"dont attack swimmers"
"684",479,22,"lays eggs","free_production",4060,17,"turtle","turtle lays eggs",0,"turtle lays eggs",NA,"lay eggs"
"685",479,22,"lays eggs","free_production",4060,17,"turtle","turtle lays eggs",0,"turtle lays eggs",NA,"lay eggs"
"686",479,22,"lays eggs","free_production",4060,17,"turtle","turtle lays eggs",0,"turtle lays eggs",NA,"lay eggs"
"687",480,22,"doesnt carry Lyme disease","free_production",18638,18,"koala","koala doesn't carry Lyme disease",0,"koala doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"688",481,22,"eats people","free_production",5607,19,"tiger","tiger eats people",1,"tiger eats people",NA,"eat people"
"689",482,22,"doesnt carry malaria","free_production",6617,20,"alligator","alligator doesn't carry malaria",0,"alligator doesn't carry malaria",NA,"dont carry malaria"
"690",483,22,"has beautiful feathers","free_production",5101,21,"peacock","peacock has beautiful feathers",1,"peacock has beautiful feathers",NA,"have beautiful feathers"
"691",484,23,"has wings","free_production",6199,1,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"692",484,23,"has wings","free_production",6199,1,"bird","bird has wings",0,"bird has wings",NA,"have wings"
"693",485,23,"has a pouch","free_production",7847,2,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"694",485,23,"has a pouch","free_production",7847,2,"kangaroo","kangaroo has a pouch",1,"kangaroo has a pouch","diagnostic","have pouches"
"695",486,23,"has a mane","free_production",4997,3,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"696",486,23,"has a mane","free_production",4997,3,"lion","lion has a mane",1,"lion has a mane","diagnostic","have manes"
"697",487,23,"doesnt carry Lyme disease","free_production",19824,4,"cockroache","cockroache doesn't carry Lyme disease",0,"cockroache doesn't carry Lyme disease",NA,"dont carry Lyme disease"
"698",488,23,"is juvenile","free_production",7824,5,"dog","dog is juvenile",0,"dog is juvenile",NA,"are juvenile"
"699",489,23,"is full-grown","free_production",8984,6,"gorilla","gorilla is full-grown",0,"gorilla is full-grown",NA,"are full-grown"
